date,country,vpn_friendly,internet_freedom_index,remote_work_adoption,employment_rate
2023-05-22,US,0.9,85.0,45,95.0
2023-05-23,US,0.9,85.0,45,95.0
2023-05-24,US,0.9,85.0,45,95.0
2023-05-25,US,0.9,85.0,45,95.0
2023-05-26,US,0.9,85.0,45,95.0
2023-05-27,US,0.9,85.0,45,95.0
2023-05-28,US,0.9,85.0,45,95.0
2023-05-29,US,0.9,85.0,45,95.0
2023-05-30,US,0.9,85.0,45,95.0
2023-05-31,US,0.9,85.0,45,95.0
2023-06-01,US,0.9,85.0,45,95.0
2023-06-02,US,0.9,85.0,45,95.0
2023-06-03,US,0.9,85.0,45,95.0
2023-06-04,US,0.9,85.0,45,95.0
2023-06-05,US,0.9,85.0,45,95.0
2023-06-06,US,0.9,85.0,45,95.0
2023-06-07,US,0.9,85.0,45,95.0
2023-06-08,US,0.9,85.0,45,95.0
2023-06-09,US,0.9,85.0,45,95.0
2023-06-10,US,0.9,85.0,45,95.0
2023-06-11,US,0.9,85.0,45,95.0
2023-06-12,US,0.9,85.0,45,95.0
2023-06-13,US,0.9,85.0,45,95.0
2023-06-14,US,0.9,85.0,45,95.0
2023-06-15,US,0.9,85.0,45,95.0
2023-06-16,US,0.9,85.0,45,95.0
2023-06-17,US,0.9,85.0,45,95.0
2023-06-18,US,0.9,85.0,45,95.0
2023-06-19,US,0.9,85.0,45,95.0
2023-06-20,US,0.9,85.0,45,95.0
2023-06-21,US,0.9,85.0,45,95.0
2023-06-22,US,0.9,85.0,45,95.0
2023-06-23,US,0.9,85.0,45,95.0
2023-06-24,US,0.9,85.0,45,95.0
2023-06-25,US,0.9,85.0,45,95.0
2023-06-26,US,0.9,85.0,45,95.0
2023-06-27,US,0.9,85.0,45,95.0
2023-06-28,US,0.9,85.0,45,95.0
2023-06-29,US,0.9,85.0,45,95.0
2023-06-30,US,0.9,85.0,45,95.0
2023-07-01,US,0.9,85.0,45,95.0
2023-07-02,US,0.9,85.0,45,95.0
2023-07-03,US,0.9,85.0,45,95.0
2023-07-04,US,0.9,85.0,45,95.0
2023-07-05,US,0.9,85.0,45,95.0
2023-07-06,US,0.9,85.0,45,95.0
2023-07-07,US,0.9,85.0,45,95.0
2023-07-08,US,0.9,85.0,45,95.0
2023-07-09,US,0.9,85.0,45,95.0
2023-07-10,US,0.9,85.0,45,95.0
2023-07-11,US,0.9,85.0,45,95.0
2023-07-12,US,0.9,85.0,45,95.0
2023-07-13,US,0.9,85.0,45,95.0
2023-07-14,US,0.9,85.0,45,95.0
2023-07-15,US,0.9,85.0,45,95.0
2023-07-16,US,0.9,85.0,45,95.0
2023-07-17,US,0.9,85.0,45,95.0
2023-07-18,US,0.9,85.0,45,95.0
2023-07-19,US,0.9,85.0,45,95.0
2023-07-20,US,0.9,85.0,45,95.0
2023-07-21,US,0.9,85.0,45,95.0
2023-07-22,US,0.9,85.0,45,95.0
2023-07-23,US,0.9,85.0,45,95.0
2023-07-24,US,0.9,85.0,45,95.0
2023-07-25,US,0.9,85.0,45,95.0
2023-07-26,US,0.9,85.0,45,95.0
2023-07-27,US,0.9,85.0,45,95.0
2023-07-28,US,0.9,85.0,45,95.0
2023-07-29,US,0.9,85.0,45,95.0
2023-07-30,US,0.9,85.0,45,95.0
2023-07-31,US,0.9,85.0,45,95.0
2023-08-01,US,0.9,85.0,45,95.0
2023-08-02,US,0.9,85.0,45,95.0
2023-08-03,US,0.9,85.0,45,95.0
2023-08-04,US,0.9,85.0,45,95.0
2023-08-05,US,0.9,85.0,45,95.0
2023-08-06,US,0.9,85.0,45,95.0
2023-08-07,US,0.9,85.0,45,95.0
2023-08-08,US,0.9,85.0,45,95.0
2023-08-09,US,0.9,85.0,45,95.0
2023-08-10,US,0.9,85.0,45,95.0
2023-08-11,US,0.9,85.0,45,95.0
2023-08-12,US,0.9,85.0,45,95.0
2023-08-13,US,0.9,85.0,45,95.0
2023-08-14,US,0.9,85.0,45,95.0
2023-08-15,US,0.9,85.0,45,95.0
2023-08-16,US,0.9,85.0,45,95.0
2023-08-17,US,0.9,85.0,45,95.0
2023-08-18,US,0.9,85.0,45,95.0
2023-08-19,US,0.9,85.0,45,95.0
2023-08-20,US,0.9,85.0,45,95.0
2023-08-21,US,0.9,85.0,45,95.0
2023-08-22,US,0.9,85.0,45,95.0
2023-08-23,US,0.9,85.0,45,95.0
2023-08-24,US,0.9,85.0,45,95.0
2023-08-25,US,0.9,85.0,45,95.0
2023-08-26,US,0.9,85.0,45,95.0
2023-08-27,US,0.9,85.0,45,95.0
2023-08-28,US,0.9,85.0,45,95.0
2023-08-29,US,0.9,85.0,45,95.0
2023-08-30,US,0.9,85.0,45,95.0
2023-08-31,US,0.9,85.0,45,95.0
2023-09-01,US,0.9,85.0,45,95.0
2023-09-02,US,0.9,85.0,45,95.0
2023-09-03,US,0.9,85.0,45,95.0
2023-09-04,US,0.9,85.0,45,95.0
2023-09-05,US,0.9,85.0,45,95.0
2023-09-06,US,0.9,85.0,45,95.0
2023-09-07,US,0.9,85.0,45,95.0
2023-09-08,US,0.9,85.0,45,95.0
2023-09-09,US,0.9,85.0,45,95.0
2023-09-10,US,0.9,85.0,45,95.0
2023-09-11,US,0.9,85.0,45,95.0
2023-09-12,US,0.9,85.0,45,95.0
2023-09-13,US,0.9,85.0,45,95.0
2023-09-14,US,0.9,85.0,45,95.0
2023-09-15,US,0.9,85.0,45,95.0
2023-09-16,US,0.9,85.0,45,95.0
2023-09-17,US,0.9,85.0,45,95.0
2023-09-18,US,0.9,85.0,45,95.0
2023-09-19,US,0.9,85.0,45,95.0
2023-09-20,US,0.9,85.0,45,95.0
2023-09-21,US,0.9,85.0,45,95.0
2023-09-22,US,0.9,85.0,45,95.0
2023-09-23,US,0.9,85.0,45,95.0
2023-09-24,US,0.9,85.0,45,95.0
2023-09-25,US,0.9,85.0,45,95.0
2023-09-26,US,0.9,85.0,45,95.0
2023-09-27,US,0.9,85.0,45,95.0
2023-09-28,US,0.9,85.0,45,95.0
2023-09-29,US,0.9,85.0,45,95.0
2023-09-30,US,0.9,85.0,45,95.0
2023-10-01,US,0.9,85.0,45,95.0
2023-10-02,US,0.9,85.0,45,95.0
2023-10-03,US,0.9,85.0,45,95.0
2023-10-04,US,0.9,85.0,45,95.0
2023-10-05,US,0.9,85.0,45,95.0
2023-10-06,US,0.9,85.0,45,95.0
2023-10-07,US,0.9,85.0,45,95.0
2023-10-08,US,0.9,85.0,45,95.0
2023-10-09,US,0.9,85.0,45,95.0
2023-10-10,US,0.9,85.0,45,95.0
2023-10-11,US,0.9,85.0,45,95.0
2023-10-12,US,0.9,85.0,45,95.0
2023-10-13,US,0.9,85.0,45,95.0
2023-10-14,US,0.9,85.0,45,89.0
2023-10-15,US,0.9,85.0,45,89.06648148148147
2023-10-16,US,0.9,85.0,45,89.13259259259259
2023-10-17,US,0.9,85.0,45,89.19833333333334
2023-10-18,US,0.9,85.0,45,89.2637037037037
2023-10-19,US,0.9,85.0,45,89.32870370370371
2023-10-20,US,0.9,85.0,45,89.39333333333333
2023-10-21,US,0.9,85.0,45,89.45759259259259
2023-10-22,US,0.9,85.0,45,89.52148148148149
2023-10-23,US,0.9,85.0,45,89.58500000000001
2023-10-24,US,0.9,85.0,45,89.64814814814815
2023-10-25,US,0.9,85.0,45,89.71092592592592
2023-10-26,US,0.9,85.0,45,89.77333333333334
2023-10-27,US,0.9,85.0,45,89.83537037037037
2023-10-28,US,0.9,85.0,45,89.89703703703704
2023-10-29,US,0.9,85.0,45,89.95833333333333
2023-10-30,US,0.9,85.0,45,90.01925925925926
2023-10-31,US,0.9,85.0,45,90.07981481481481
2023-11-01,US,0.9,85.0,45,90.14
2023-11-02,US,0.9,85.0,45,90.19981481481481
2023-11-03,US,0.9,85.0,45,90.25925925925927
2023-11-04,US,0.9,85.0,45,90.31833333333333
2023-11-05,US,0.9,85.0,45,90.37703703703704
2023-11-06,US,0.9,85.0,45,90.43537037037036
2023-11-07,US,0.9,85.0,45,90.49333333333334
2023-11-08,US,0.9,85.0,45,90.55092592592592
2023-11-09,US,0.9,85.0,45,90.60814814814815
2023-11-10,US,0.9,85.0,45,90.665
2023-11-11,US,0.9,85.0,45,90.72148148148148
2023-11-12,US,0.9,85.0,45,90.7775925925926
2023-11-13,US,0.9,85.0,45,90.83333333333333
2023-11-14,US,0.9,85.0,45,90.8887037037037
2023-11-15,US,0.9,85.0,45,90.9437037037037
2023-11-16,US,0.9,85.0,45,90.99833333333333
2023-11-17,US,0.9,85.0,45,91.05259259259259
2023-11-18,US,0.9,85.0,45,91.10648148148148
2023-11-19,US,0.9,85.0,45,91.16
2023-11-20,US,0.9,85.0,45,91.21314814814815
2023-11-21,US,0.9,85.0,45,91.26592592592593
2023-11-22,US,0.9,85.0,45,91.31833333333333
2023-11-23,US,0.9,85.0,45,91.37037037037037
2023-11-24,US,0.9,85.0,45,91.42203703703704
2023-11-25,US,0.9,85.0,45,91.47333333333333
2023-11-26,US,0.9,85.0,45,91.52425925925925
2023-11-27,US,0.9,85.0,45,91.57481481481481
2023-11-28,US,0.9,85.0,45,91.625
2023-11-29,US,0.9,85.0,45,91.67481481481481
2023-11-30,US,0.9,85.0,45,91.72425925925926
2023-12-01,US,0.9,85.0,45,91.77333333333333
2023-12-02,US,0.9,85.0,45,91.82203703703703
2023-12-03,US,0.9,85.0,45,91.87037037037037
2023-12-04,US,0.9,85.0,45,91.91833333333334
2023-12-05,US,0.9,85.0,45,91.96592592592593
2023-12-06,US,0.9,85.0,45,92.01314814814815
2023-12-07,US,0.9,85.0,45,92.06
2023-12-08,US,0.9,85.0,45,92.10648148148148
2023-12-09,US,0.9,85.0,45,92.1525925925926
2023-12-10,US,0.9,85.0,45,92.19833333333334
2023-12-11,US,0.9,85.0,45,92.2437037037037
2023-12-12,US,0.9,85.0,45,92.2887037037037
2023-12-13,US,0.9,85.0,45,92.33333333333333
2023-12-14,US,0.9,85.0,45,92.37759259259259
2023-12-15,US,0.9,85.0,45,92.42148148148148
2023-12-16,US,0.9,85.0,45,92.465
2023-12-17,US,0.9,85.0,45,92.50814814814815
2023-12-18,US,0.9,85.0,45,92.55092592592592
2023-12-19,US,0.9,85.0,45,92.59333333333333
2023-12-20,US,0.9,85.0,45,92.63537037037037
2023-12-21,US,0.9,85.0,45,92.67703703703704
2023-12-22,US,0.9,85.0,45,92.71833333333333
2023-12-23,US,0.9,85.0,45,92.75925925925925
2023-12-24,US,0.9,85.0,45,92.79981481481481
2023-12-25,US,0.9,85.0,45,92.84
2023-12-26,US,0.9,85.0,45,92.87981481481482
2023-12-27,US,0.9,85.0,45,92.91925925925926
2023-12-28,US,0.9,85.0,45,92.95833333333333
2023-12-29,US,0.9,85.0,45,92.99703703703703
2023-12-30,US,0.9,85.0,45,93.03537037037037
2023-12-31,US,0.9,85.0,45,93.07333333333334
2024-01-01,US,0.9,85.0,45,93.11092592592593
2024-01-02,US,0.9,85.0,45,93.14814814814815
2024-01-03,US,0.9,85.0,45,93.185
2024-01-04,US,0.9,85.0,45,93.22148148148148
2024-01-05,US,0.9,85.0,45,93.25759259259259
2024-01-06,US,0.9,85.0,45,93.29333333333334
2024-01-07,US,0.9,85.0,45,93.32870370370371
2024-01-08,US,0.9,85.0,45,93.3637037037037
2024-01-09,US,0.9,85.0,45,93.39833333333334
2024-01-10,US,0.9,85.0,45,93.4325925925926
2024-01-11,US,0.9,85.0,45,93.46648148148148
2024-01-12,US,0.9,85.0,45,93.5
2024-01-13,US,0.9,85.0,45,93.53314814814814
2024-01-14,US,0.9,85.0,45,93.56592592592592
2024-01-15,US,0.9,85.0,45,93.59833333333333
2024-01-16,US,0.9,85.0,45,93.63037037037037
2024-01-17,US,0.9,85.0,45,93.66203703703704
2024-01-18,US,0.9,85.0,45,93.69333333333333
2024-01-19,US,0.9,85.0,45,93.72425925925926
2024-01-20,US,0.9,85.0,45,93.75481481481482
2024-01-21,US,0.9,85.0,45,93.785
2024-01-22,US,0.9,85.0,45,93.81481481481481
2024-01-23,US,0.9,85.0,45,93.84425925925926
2024-01-24,US,0.9,85.0,45,93.87333333333333
2024-01-25,US,0.9,85.0,45,93.90203703703703
2024-01-26,US,0.9,85.0,45,93.93037037037037
2024-01-27,US,0.9,85.0,45,93.95833333333333
2024-01-28,US,0.9,85.0,45,93.98592592592593
2024-01-29,US,0.9,85.0,45,94.01314814814815
2024-01-30,US,0.9,85.0,45,94.04
2024-01-31,US,0.9,85.0,45,94.06648148148147
2024-02-01,US,0.9,85.0,45,94.0925925925926
2024-02-02,US,0.9,85.0,45,94.11833333333334
2024-02-03,US,0.9,85.0,45,94.14370370370371
2024-02-04,US,0.9,85.0,45,94.1687037037037
2024-02-05,US,0.9,85.0,45,94.19333333333333
2024-02-06,US,0.9,85.0,45,94.2175925925926
2024-02-07,US,0.9,85.0,45,94.24148148148149
2024-02-08,US,0.9,85.0,45,94.265
2024-02-09,US,0.9,85.0,45,94.28814814814815
2024-02-10,US,0.9,85.0,45,94.31092592592593
2024-02-11,US,0.9,85.0,45,94.33333333333333
2024-02-12,US,0.9,85.0,45,94.35537037037037
2024-02-13,US,0.9,85.0,45,94.37703703703704
2024-02-14,US,0.9,85.0,45,94.39833333333334
2024-02-15,US,0.9,85.0,45,94.41925925925926
2024-02-16,US,0.9,85.0,45,94.43981481481481
2024-02-17,US,0.9,85.0,45,94.46
2024-02-18,US,0.9,85.0,45,94.47981481481482
2024-02-19,US,0.9,85.0,45,94.49925925925926
2024-02-20,US,0.9,85.0,45,94.51833333333333
2024-02-21,US,0.9,85.0,45,94.53703703703704
2024-02-22,US,0.9,85.0,45,94.55537037037037
2024-02-23,US,0.9,85.0,45,94.57333333333334
2024-02-24,US,0.9,85.0,45,94.59092592592593
2024-02-25,US,0.9,85.0,45,94.60814814814815
2024-02-26,US,0.9,85.0,45,94.625
2024-02-27,US,0.9,85.0,45,94.64148148148148
2024-02-28,US,0.9,85.0,45,94.6575925925926
2024-02-29,US,0.9,85.0,45,94.67333333333333
2024-03-01,US,0.9,85.0,45,94.68870370370371
2024-03-02,US,0.9,85.0,45,94.70370370370371
2024-03-03,US,0.9,85.0,45,94.71833333333333
2024-03-04,US,0.9,85.0,45,94.7325925925926
2024-03-05,US,0.9,85.0,45,94.74648148148148
2024-03-06,US,0.9,85.0,45,94.76
2024-03-07,US,0.9,85.0,45,94.77314814814815
2024-03-08,US,0.9,85.0,45,94.78592592592592
2024-03-09,US,0.9,85.0,45,94.79833333333333
2024-03-10,US,0.9,85.0,45,94.81037037037036
2024-03-11,US,0.9,85.0,45,94.82203703703703
2024-03-12,US,0.9,85.0,45,94.83333333333333
2024-03-13,US,0.9,85.0,45,94.84425925925926
2024-03-14,US,0.9,85.0,45,94.85481481481482
2024-03-15,US,0.9,85.0,45,94.865
2024-03-16,US,0.9,85.0,45,94.87481481481481
2024-03-17,US,0.9,85.0,45,94.88425925925925
2024-03-18,US,0.9,85.0,45,94.89333333333333
2024-03-19,US,0.9,85.0,45,94.90203703703703
2024-03-20,US,0.9,85.0,45,94.91037037037037
2024-03-21,US,0.9,85.0,45,94.91833333333334
2024-03-22,US,0.9,85.0,45,94.92592592592592
2024-03-23,US,0.9,85.0,45,94.93314814814815
2024-03-24,US,0.9,85.0,45,94.94
2024-03-25,US,0.9,85.0,45,94.94648148148148
2024-03-26,US,0.9,85.0,45,94.9525925925926
2024-03-27,US,0.9,85.0,45,94.95833333333333
2024-03-28,US,0.9,85.0,45,94.9637037037037
2024-03-29,US,0.9,85.0,45,94.96870370370371
2024-03-30,US,0.9,85.0,45,94.97333333333333
2024-03-31,US,0.9,85.0,45,94.97759259259259
2024-04-01,US,0.9,85.0,45,94.98148148148148
2024-04-02,US,0.9,85.0,45,94.985
2024-04-03,US,0.9,85.0,45,94.98814814814814
2024-04-04,US,0.9,85.0,45,94.99092592592592
2024-04-05,US,0.9,85.0,45,94.99333333333334
2024-04-06,US,0.9,85.0,45,94.99537037037037
2024-04-07,US,0.9,85.0,45,94.99703703703703
2024-04-08,US,0.9,85.0,45,94.99833333333333
2024-04-09,US,0.9,85.0,45,94.99925925925926
2024-04-10,US,0.9,85.0,45,94.99981481481481
2024-04-11,US,0.9,85.0,45,95.0
2024-04-12,US,0.9,85.0,45,95.0
2024-04-13,US,0.9,85.0,45,95.0
2024-04-14,US,0.9,85.0,45,95.0
2024-04-15,US,0.9,85.0,45,95.0
2024-04-16,US,0.9,85.0,45,95.0
2024-04-17,US,0.9,85.0,45,95.0
2024-04-18,US,0.9,85.0,45,95.0
2024-04-19,US,0.9,85.0,45,95.0
2024-04-20,US,0.9,85.0,45,95.0
2024-04-21,US,0.9,85.0,45,95.0
2024-04-22,US,0.9,85.0,45,95.0
2024-04-23,US,0.9,85.0,45,95.0
2024-04-24,US,0.9,85.0,45,95.0
2024-04-25,US,0.9,85.0,45,95.0
2024-04-26,US,0.9,85.0,45,95.0
2024-04-27,US,0.9,85.0,45,95.0
2024-04-28,US,0.9,85.0,45,95.0
2024-04-29,US,0.9,85.0,45,95.0
2024-04-30,US,0.9,85.0,45,95.0
2024-05-01,US,0.9,85.0,45,95.0
2024-05-02,US,0.9,85.0,45,95.0
2024-05-03,US,0.9,85.0,45,95.0
2024-05-04,US,0.9,85.0,45,95.0
2024-05-05,US,0.9,85.0,45,95.0
2024-05-06,US,0.9,85.0,45,95.0
2024-05-07,US,0.9,85.0,45,95.0
2024-05-08,US,0.9,85.0,45,95.0
2024-05-09,US,0.9,85.0,45,95.0
2024-05-10,US,0.9,85.0,45,95.0
2024-05-11,US,0.9,85.0,45,95.0
2024-05-12,US,0.9,85.0,45,95.0
2024-05-13,US,0.9,85.0,45,95.0
2024-05-14,US,0.9,85.0,45,95.0
2024-05-15,US,0.9,85.0,45,95.0
2024-05-16,US,0.9,85.0,45,95.0
2024-05-17,US,0.9,85.0,45,95.0
2024-05-18,US,0.9,85.0,45,95.0
2024-05-19,US,0.9,85.0,45,95.0
2024-05-20,US,0.9,85.0,45,95.0
2024-05-21,US,0.9,85.0,45,95.0
2024-05-22,US,0.9,85.0,45,95.0
2024-05-23,US,0.9,85.0,45,95.0
2024-05-24,US,0.9,85.0,45,95.0
2024-05-25,US,0.9,85.0,45,95.0
2024-05-26,US,0.9,85.0,45,95.0
2024-05-27,US,0.9,85.0,45,95.0
2024-05-28,US,0.9,85.0,45,95.0
2024-05-29,US,0.9,85.0,45,95.0
2024-05-30,US,0.9,85.0,45,95.0
2024-05-31,US,0.9,85.0,45,95.0
2024-06-01,US,0.9,85.0,45,95.0
2024-06-02,US,0.9,85.0,45,95.0
2024-06-03,US,0.9,85.0,45,95.0
2024-06-04,US,0.9,85.0,45,95.0
2024-06-05,US,0.9,85.0,45,95.0
2024-06-06,US,0.9,85.0,45,95.0
2024-06-07,US,0.9,85.0,45,95.0
2024-06-08,US,0.9,85.0,45,95.0
2024-06-09,US,0.9,85.0,45,95.0
2024-06-10,US,0.9,85.0,45,95.0
2024-06-11,US,0.9,85.0,45,95.0
2024-06-12,US,0.9,85.0,45,95.0
2024-06-13,US,0.9,85.0,45,95.0
2024-06-14,US,0.9,85.0,45,95.0
2024-06-15,US,0.9,85.0,45,95.0
2024-06-16,US,0.9,85.0,45,95.0
2024-06-17,US,0.9,85.0,45,95.0
2024-06-18,US,0.9,85.0,45,95.0
2024-06-19,US,0.9,85.0,45,95.0
2024-06-20,US,0.9,85.0,45,95.0
2024-06-21,US,0.9,85.0,45,95.0
2024-06-22,US,0.9,85.0,45,95.0
2024-06-23,US,0.9,85.0,45,95.0
2024-06-24,US,0.9,85.0,45,95.0
2024-06-25,US,0.9,85.0,45,95.0
2024-06-26,US,0.9,85.0,45,95.0
2024-06-27,US,0.9,85.0,45,95.0
2024-06-28,US,0.9,85.0,45,95.0
2024-06-29,US,0.9,85.0,45,95.0
2024-06-30,US,0.9,85.0,45,95.0
2024-07-01,US,0.9,85.0,45,95.0
2024-07-02,US,0.9,85.0,45,95.0
2024-07-03,US,0.9,85.0,45,95.0
2024-07-04,US,0.9,85.0,45,95.0
2024-07-05,US,0.9,85.0,45,95.0
2024-07-06,US,0.9,85.0,45,95.0
2024-07-07,US,0.9,85.0,45,95.0
2024-07-08,US,0.9,85.0,45,95.0
2024-07-09,US,0.9,85.0,45,95.0
2024-07-10,US,0.9,85.0,45,95.0
2024-07-11,US,0.9,85.0,45,95.0
2024-07-12,US,0.9,85.0,45,95.0
2024-07-13,US,0.9,85.0,45,95.0
2024-07-14,US,0.9,85.0,45,95.0
2024-07-15,US,0.9,85.0,45,95.0
2024-07-16,US,0.9,85.0,45,95.0
2024-07-17,US,0.9,85.0,45,95.0
2024-07-18,US,0.9,85.0,45,95.0
2024-07-19,US,0.9,85.0,45,95.0
2024-07-20,US,0.9,85.0,45,95.0
2024-07-21,US,0.9,85.0,45,95.0
2024-07-22,US,0.9,85.0,45,95.0
2024-07-23,US,0.9,85.0,45,95.0
2024-07-24,US,0.9,85.0,45,95.0
2024-07-25,US,0.9,85.0,45,95.0
2024-07-26,US,0.9,85.0,45,95.0
2024-07-27,US,0.9,85.0,45,95.0
2024-07-28,US,0.9,85.0,45,95.0
2024-07-29,US,0.9,85.0,45,95.0
2024-07-30,US,0.9,85.0,45,95.0
2024-07-31,US,0.9,85.0,45,95.0
2024-08-01,US,0.9,85.0,45,95.0
2024-08-02,US,0.9,85.0,45,95.0
2024-08-03,US,0.9,85.0,45,95.0
2024-08-04,US,0.9,85.0,45,95.0
2024-08-05,US,0.9,85.0,45,95.0
2024-08-06,US,0.9,85.0,45,95.0
2024-08-07,US,0.9,85.0,45,95.0
2024-08-08,US,0.9,85.0,45,95.0
2024-08-09,US,0.9,85.0,45,95.0
2024-08-10,US,0.9,85.0,45,95.0
2024-08-11,US,0.9,85.0,45,95.0
2024-08-12,US,0.9,85.0,45,95.0
2024-08-13,US,0.9,85.0,45,95.0
2024-08-14,US,0.9,85.0,45,95.0
2024-08-15,US,0.9,85.0,45,95.0
2024-08-16,US,0.9,85.0,45,95.0
2024-08-17,US,0.9,85.0,45,95.0
2024-08-18,US,0.9,85.0,45,95.0
2024-08-19,US,0.9,85.0,45,95.0
2024-08-20,US,0.9,85.0,45,95.0
2024-08-21,US,0.9,85.0,45,95.0
2024-08-22,US,0.9,85.0,45,95.0
2024-08-23,US,0.9,85.0,45,95.0
2024-08-24,US,0.9,85.0,45,95.0
2024-08-25,US,0.9,85.0,45,95.0
2024-08-26,US,0.9,85.0,45,95.0
2024-08-27,US,0.9,85.0,45,95.0
2024-08-28,US,0.9,85.0,45,95.0
2024-08-29,US,0.9,85.0,45,95.0
2024-08-30,US,0.9,85.0,45,95.0
2024-08-31,US,0.9,85.0,45,95.0
2024-09-01,US,0.9,85.0,45,95.0
2024-09-02,US,0.9,85.0,45,95.0
2024-09-03,US,0.9,85.0,45,95.0
2024-09-04,US,0.9,85.0,45,95.0
2024-09-05,US,0.9,85.0,45,95.0
2024-09-06,US,0.9,85.0,45,95.0
